"","simnum","dHat","nHat","pHat","pHatZeroNeg","pHatDropNeg","aHat","square","TrapSpacing","FielSize","CatchRadius","NumVentures","density"
"3326",6,1.16805555555556,42.05,0.442913985468844,0.442913985468844,0.442913985468844,36,"1",3,24,1,4,1.5
"3327",6,1.47637292464879,212.597701149425,0.399754952001219,0.399754952001219,0.399754952001219,144,"2",3,24,1,4,1.5
"3328",6,1.55673480083857,504.382075471698,0.406972212129529,0.406972212129529,0.406972212129529,324,"3",3,24,1,4,1.5
"3329",6,1.49287056010929,859.893442622951,0.410429323246398,0.410429323246398,0.410429323246398,576,"4",3,24,1,4,1.5
"3330",6,1.41094619666048,355.558441558442,0.415294653795314,0.415294653795314,0.415294653795314,252,"5",3,24,1,4,1.5
"3331",7,1.59210526315789,57.3157894736842,0.34866105272107,0.34866105272107,0.34866105272107,36,"1",3,24,1,4,1.5
"3332",7,1.54481738683128,222.453703703704,0.449340571267854,0.449340571267854,0.449340571267854,144,"2",3,24,1,4,1.5
"3333",7,1.49333785004517,483.841463414634,0.464316771086559,0.464316771086559,0.464316771086559,324,"3",3,24,1,4,1.5
"3334",7,1.50944907407407,869.442666666667,0.414118234553838,0.414118234553838,0.414118234553838,576,"4",3,24,1,4,1.5
"3335",7,1.57118247815922,395.937984496124,0.344863724235172,0.344863724235172,0.344863724235172,252,"5",3,24,1,4,1.5
"3336",8,1.4,50.4,0.591751709536137,0.591751709536137,0.591751709536137,36,"1",3,24,1,4,1.5
"3337",8,1.34333540630182,193.440298507463,0.590485820326039,0.590485820326039,0.590485820326039,144,"2",3,24,1,4,1.5
"3338",8,1.31350398017065,425.57528957529,0.531086875773039,0.531086875773039,0.531086875773039,324,"3",3,24,1,4,1.5
"3339",8,1.42519333964646,820.911363636364,0.482422126399066,0.482422126399066,0.482422126399066,576,"4",3,24,1,4,1.5
"3340",8,1.58644654915373,399.78453038674,0.428040607675334,0.428040607675334,0.428040607675334,252,"5",3,24,1,4,1.5
"3341",9,1.69,60.84,0.400855310484722,0.400855310484722,0.400855310484722,36,"1",3,24,1,4,1.5
"3342",9,1.71428571428571,246.857142857143,0.354502775632097,0.354502775632097,0.354502775632097,144,"2",3,24,1,4,1.5
"3343",9,1.50949219659911,489.075471698113,0.415521679758523,0.415521679758523,0.415521679758523,324,"3",3,24,1,4,1.5
"3344",9,1.49038938492063,858.464285714286,0.409375576781382,0.409375576781382,0.409375576781382,576,"4",3,24,1,4,1.5
"3345",9,1.46640037593985,369.532894736842,0.401126232809004,0.401126232809004,0.401126232809004,252,"5",3,24,1,4,1.5
"3346",10,1.53125,55.125,0.512049963525733,0.512049963525733,0.512049963525733,36,"1",3,24,1,4,1.5
"3347",10,1.47680690399137,212.660194174757,0.448589033429644,0.448589033429644,0.448589033429644,144,"2",3,24,1,4,1.5
"3348",10,1.51677559912854,491.435294117647,0.471170143667027,0.471170143667027,0.471170143667027,324,"3",3,24,1,4,1.5
"3349",10,1.43573009597188,826.980535279805,0.456837290503119,0.456837290503119,0.456837290503119,576,"4",3,24,1,4,1.5
"3350",10,1.33396927146927,336.160256410256,0.435396340273622,0.435396340273622,0.435396340273622,252,"5",3,24,1,4,1.5
"3351",1,1.82857142857143,65.8285714285714,0.479583500133467,0.479583500133467,0.479583500133467,36,"1",3,24,1,4,2
"3352",1,2.06428571428571,297.257142857143,0.439887966388796,0.439887966388796,0.439887966388796,144,"2",3,24,1,4,2
"3353",1,2.06482524190858,669.003378378378,0.421353768979563,0.421353768979563,0.421353768979563,324,"3",3,24,1,4,2
"3354",1,1.97302504816956,1136.46242774566,0.430597901303481,0.430597901303481,0.430597901303481,576,"4",3,24,1,4,2
"3355",1,1.85652003701331,467.843049327354,0.443585115925343,0.443585115925343,0.443585115925343,252,"5",3,24,1,4,2
"3356",2,2.3341049382716,84.0277777777778,0.412246186354741,0.412246186354741,0.412246186354741,36,"1",3,24,1,4,2
"3357",2,2.18396791187739,314.491379310345,0.373366010283465,0.373366010283465,0.373366010283465,144,"2",3,24,1,4,2
"3358",2,2.02470346163157,656.003921568627,0.386381130212399,0.386381130212399,0.386381130212399,324,"3",3,24,1,4,2
"3359",2,2.04255022321429,1176.50892857143,0.381194610404178,0.381194610404178,0.381194610404178,576,"4",3,24,1,4,2
"3360",2,2.06614441977136,520.668393782383,0.374566396466402,0.374566396466402,0.374566396466402,252,"5",3,24,1,4,2
"3361",3,2.11590038314176,76.1724137931034,0.381147252244724,0.381147252244724,0.381147252244724,36,"1",3,24,1,4,2
"3362",3,1.91926458832934,276.374100719424,0.460726111766375,0.460726111766375,0.460726111766375,144,"2",3,24,1,4,2
"3363",3,1.924166206007,623.429850746269,0.483319804417028,0.483319804417028,0.483319804417028,324,"3",3,24,1,4,2
"3364",3,1.90423013083382,1096.83655536028,0.471089009905222,0.471089009905222,0.471089009905222,576,"4",3,24,1,4,2
"3365",3,1.88049450549451,473.884615384615,0.454750243193729,0.454750243193729,0.454750243193729,252,"5",3,24,1,4,2
"3366",4,2.04537037037037,73.6333333333333,0.398583232974359,0.398583232974359,0.398583232974359,36,"1",3,24,1,4,2
"3367",4,2.22994492337165,321.112068965517,0.368364242169628,0.368364242169628,0.368364242169628,144,"2",3,24,1,4,2
"3368",4,2.01620635526707,653.250859106529,0.423312209822811,0.423312209822811,0.423312209822811,324,"3",3,24,1,4,2
"3369",4,1.96376750225836,1131.13008130081,0.416491153686132,0.416491153686132,0.416491153686132,576,"4",3,24,1,4,2
"3370",4,1.89725973308063,478.109452736318,0.407030436509759,0.407030436509759,0.407030436509759,252,"5",3,24,1,4,2
"3371",5,1.95069444444444,70.225,0.504739443456351,0.504739443456351,0.504739443456351,36,"1",3,24,1,4,2
"3372",5,1.95093795093795,280.935064935065,0.490475334634932,0.490475334634932,0.490475334634932,144,"2",3,24,1,4,2
"3373",5,2.01188843164152,651.851851851852,0.429912287450431,0.429912287450431,0.429912287450431,324,"3",3,24,1,4,2
"3374",5,1.99049408014572,1146.52459016393,0.410429323246398,0.410429323246398,0.410429323246398,576,"4",3,24,1,4,2
"3375",5,1.97091332169866,496.670157068063,0.383663947290011,0.383663947290011,0.383663947290011,252,"5",3,24,1,4,2
"3376",6,2.17312661498708,78.2325581395349,0.491452372284392,0.491452372284392,0.491452372284392,36,"1",3,24,1,4,2
"3377",6,2.00017470300489,288.025157232704,0.493039108219981,0.493039108219981,0.493039108219981,144,"2",3,24,1,4,2
"3378",6,2.00717841497411,650.325806451613,0.443603704706366,0.443603704706366,0.443603704706366,324,"3",3,24,1,4,2
"3379",6,1.98963844797178,1146.03174603175,0.419618999911991,0.419618999911991,0.419618999911991,576,"4",3,24,1,4,2
"3380",6,1.97842006218295,498.561855670103,0.386643832849664,0.386643832849664,0.386643832849664,252,"5",3,24,1,4,2
"3381",7,2.25341130604289,81.1228070175439,0.597800166730078,0.597800166730078,0.597800166730078,36,"1",3,24,1,4,2
"3382",7,1.96296296296296,282.666666666667,0.5,0.5,0.5,144,"2",3,24,1,4,2
"3383",7,2.01062035120006,651.44099378882,0.455075022190166,0.455075022190166,0.455075022190166,324,"3",3,24,1,4,2
"3384",7,1.97035514721685,1134.92456479691,0.429855041106706,0.429855041106706,0.429855041106706,576,"4",3,24,1,4,2
"3385",7,1.93048433048433,486.482051282051,0.394291227665376,0.394291227665376,0.394291227665376,252,"5",3,24,1,4,2
"3386",8,2.33816425120773,84.1739130434783,0.309150720292243,0.309150720292243,0.309150720292243,36,"1",3,24,1,4,2
"3387",8,1.95181530214425,281.061403508772,0.397398563211046,0.397398563211046,0.397398563211046,144,"2",3,24,1,4,2
"3388",8,1.99903231063847,647.686468646865,0.437837133887236,0.437837133887236,0.437837133887236,324,"3",3,24,1,4,2
"3389",8,1.96923076923077,1134.27692307692,0.431742429292256,0.431742429292256,0.431742429292256,576,"4",3,24,1,4,2
"3390",8,1.93155219076878,486.751152073733,0.423538646301686,0.423538646301686,0.423538646301686,252,"5",3,24,1,4,2
"3391",9,2.29239766081871,82.5263157894737,0.433053290486159,0.433053290486159,0.433053290486159,36,"1",3,24,1,4,2
"3392",9,2.17198581560284,312.765957446808,0.426788495778889,0.426788495778889,0.426788495778889,144,"2",3,24,1,4,2
"3393",9,2.08231432490692,674.669841269841,0.437236444004575,0.437236444004575,0.437236444004575,324,"3",3,24,1,4,2
"3394",9,1.98065764023211,1140.85880077369,0.428315719416157,0.428315719416157,0.428315719416157,576,"4",3,24,1,4,2
"3395",9,1.85150479333648,466.579207920792,0.415175629805032,0.415175629805032,0.415175629805032,252,"5",3,24,1,4,2
"3396",10,1.88235294117647,67.7647058823529,0.459938275132678,0.459938275132678,0.459938275132678,36,"1",3,24,1,4,2
"3397",10,1.76578737010392,254.273381294964,0.489472529757369,0.489472529757369,0.489472529757369,144,"2",3,24,1,4,2
"3398",10,1.95371472663139,633.003571428571,0.42127997735686,0.42127997735686,0.42127997735686,324,"3",3,24,1,4,2
"3399",10,2.02275413711584,1165.10638297872,0.395959550307378,0.395959550307378,0.395959550307378,576,"4",3,24,1,4,2
"3400",10,2.12533416875522,535.584210526316,0.364084349356346,0.364084349356346,0.364084349356346,252,"5",3,24,1,4,2
"3401",1,0.521604938271605,18.7777777777778,0.445299803774771,0.445299803774771,0.445299803774771,36,"1",3,25,1,4,0.5
"3402",1,0.463155864197531,66.6944444444444,0.484921246362287,0.484921246362287,0.484921246362287,144,"2",3,25,1,4,0.5
"3403",1,0.455435109906655,147.560975609756,0.495475020890487,0.495475020890487,0.495475020890487,324,"3",3,25,1,4,0.5
"3404",1,0.517963728191001,298.347107438017,0.397374166885586,0.397374166885586,0.397374166885586,576,"4",3,25,1,4,0.5
"3405",1,0.651200651200651,164.102564102564,0.284108946836182,0.284108946836182,0.284108946836182,252,"5",3,25,1,4,0.5
"3406",2,0.589869281045752,21.2352941176471,0.675557157738475,0.675557157738475,0.675557157738475,36,"1",3,25,1,4,0.5
"3407",2,0.567755255255255,81.7567567567568,0.427922446452645,0.427922446452645,0.427922446452645,144,"2",3,25,1,4,0.5
"3408",2,0.505262741373853,163.705128205128,0.443462028901589,0.443462028901589,0.443462028901589,324,"3",3,25,1,4,0.5
"3409",2,0.522138680033417,300.751879699248,0.421208154860489,0.421208154860489,0.421208154860489,576,"4",3,25,1,4,0.5
"3410",2,0.546103896103896,137.618181818182,0.393521565136877,0.393521565136877,0.393521565136877,252,"5",3,25,1,4,0.5
"3411",3,0.535185185185185,19.2666666666667,0.657002829714982,0.657002829714982,0.657002829714982,36,"1",3,25,1,4,0.5
"3412",3,0.390625,56.25,0.552786404500042,0.552786404500042,0.552786404500042,144,"2",3,25,1,4,0.5
"3413",3,0.464174089701516,150.392405063291,0.475376937412998,0.475376937412998,0.475376937412998,324,"3",3,25,1,4,0.5
"3414",3,0.509272119341564,293.340740740741,0.432895035993331,0.432895035993331,0.432895035993331,576,"4",3,25,1,4,0.5
"3415",3,0.573979591836735,144.642857142857,0.385363702847141,0.385363702847141,0.385363702847141,252,"5",3,25,1,4,0.5
"3416",4,0.840277777777778,30.25,0.202275964782534,0.202275964782534,0.202275964782534,36,"1",3,25,1,4,0.5
"3417",4,0.67906746031746,97.7857142857143,0.21157015428028,0.21157015428028,0.21157015428028,144,"2",3,25,1,4,0.5
"3418",4,0.556134259259259,180.1875,0.304391656359748,0.304391656359748,0.304391656359748,324,"3",3,25,1,4,0.5
"3419",4,0.559044471153846,322.009615384615,0.342965762634063,0.342965762634063,0.342965762634063,576,"4",3,25,1,4,0.5
"3420",4,0.573979591836735,144.642857142857,0.385363702847141,0.385363702847141,0.385363702847141,252,"5",3,25,1,4,0.5
"3421",5,0.617521367521368,22.2307692307692,0.514928749927334,0.514928749927334,0.514928749927334,36,"1",3,25,1,4,0.5
"3422",5,0.538639601139601,77.5641025641026,0.460640110029406,0.460640110029406,0.460640110029406,144,"2",3,25,1,4,0.5
"3423",5,0.45729748012853,148.164383561644,0.454035785900831,0.454035785900831,0.454035785900831,324,"3",3,25,1,4,0.5
"3424",5,0.4940329218107,284.562962962963,0.442125023149525,0.442125023149525,0.442125023149525,576,"4",3,25,1,4,0.5
"3425",5,0.541730670762929,136.516129032258,0.428959759279839,0.428959759279839,0.428959759279839,252,"5",3,25,1,4,0.5
"3426",6,0.474074074074074,17.0666666666667,0.75,0.75,0.75,36,"1",3,25,1,4,0.5
"3427",6,0.494949494949495,71.2727272727273,0.537089950113724,0.537089950113724,0.537089950113724,144,"2",3,25,1,4,0.5
"3428",6,0.493867243867244,160.012987012987,0.44655053861594,0.44655053861594,0.44655053861594,324,"3",3,25,1,4,0.5
"3429",6,0.507929104477612,292.567164179104,0.431464756385039,0.431464756385039,0.431464756385039,576,"4",3,25,1,4,0.5
"3430",6,0.526942355889724,132.789473684211,0.412779780485297,0.412779780485297,0.412779780485297,252,"5",3,25,1,4,0.5
"3431",7,0.446428571428571,16.0714285714286,0.741801110252839,0.741801110252839,0.741801110252839,36,"1",3,25,1,4,0.5
"3432",7,0.481481481481481,69.3333333333333,0.5,0.5,0.5,144,"2",3,25,1,4,0.5
"3433",7,0.505262741373853,163.705128205128,0.443462028901589,0.443462028901589,0.443462028901589,324,"3",3,25,1,4,0.5
"3434",7,0.541352252843394,311.818897637795,0.398494351459497,0.398494351459497,0.398494351459497,576,"4",3,25,1,4,0.5
"3435",7,0.598963394881762,150.938775510204,0.344078847619979,0.344078847619979,0.344078847619979,252,"5",3,25,1,4,0.5
"3436",8,0.544444444444445,19.6,0.465477516175151,0.465477516175151,0.465477516175151,36,"1",3,25,1,4,0.5
"3437",8,0.558404558404558,80.4102564102564,0.44902683498066,0.44902683498066,0.44902683498066,144,"2",3,25,1,4,0.5
"3438",8,0.528026110401589,171.080459770115,0.464383303190015,0.464383303190015,0.464383303190015,324,"3",3,25,1,4,0.5
"3439",8,0.513034188034188,295.507692307692,0.419711542526003,0.419711542526003,0.419711542526003,576,"4",3,25,1,4,0.5
"3440",8,0.505352528608343,127.348837209302,0.352760539739024,0.352760539739024,0.352760539739024,252,"5",3,25,1,4,0.5
"3441",9,0.544444444444445,19.6,0.465477516175151,0.465477516175151,0.465477516175151,36,"1",3,25,1,4,0.5
"3442",9,0.482253086419753,69.4444444444444,0.470849737787082,0.470849737787082,0.470849737787082,144,"2",3,25,1,4,0.5
"3443",9,0.445987654320988,144.5,0.45767385545336,0.45767385545336,0.45767385545336,324,"3",3,25,1,4,0.5
"3444",9,0.48416715571205,278.880281690141,0.464806426791184,0.464806426791184,0.464806426791184,576,"4",3,25,1,4,0.5
"3445",9,0.533390022675737,134.414285714286,0.472410656415506,0.472410656415506,0.472410656415506,252,"5",3,25,1,4,0.5
"3446",10,0.373456790123457,13.4444444444444,0.573598567288779,0.573598567288779,0.573598567288779,36,"1",3,25,1,4,0.5
"3447",10,0.488533591731266,70.3488372093023,0.532900633503086,0.532900633503086,0.532900633503086,144,"2",3,25,1,4,0.5
"3448",10,0.5,162,0.422649730810374,0.422649730810374,0.422649730810374,324,"3",3,25,1,4,0.5
"3449",10,0.500126008064516,288.072580645161,0.413557041209169,0.413557041209169,0.413557041209169,576,"4",3,25,1,4,0.5
"3450",10,0.500686813186813,126.173076923077,0.401648354762833,0.401648354762833,0.401648354762833,252,"5",3,25,1,4,0.5
"3451",1,1.08035714285714,38.8928571428571,0.610750527919238,0.610750527919238,0.610750527919238,36,"1",3,25,1,4,1
"3452",1,1.03255772005772,148.688311688312,0.470496617786344,0.470496617786344,0.470496617786344,144,"2",3,25,1,4,1
"3453",1,1.00784941319921,326.543209876543,0.456260932143879,0.456260932143879,0.456260932143879,324,"3",3,25,1,4,1
"3454",1,1.05208981135987,606.003731343284,0.421218872930268,0.421218872930268,0.421218872930268,576,"4",3,25,1,4,1
"3455",1,1.12043276430069,282.349056603774,0.377679152691942,0.377679152691942,0.377679152691942,252,"5",3,25,1,4,1
"3456",2,0.771367521367521,27.7692307692308,0.438048513050984,0.438048513050984,0.438048513050984,36,"1",3,25,1,4,1
"3457",2,0.98389274691358,141.680555555556,0.464156074149117,0.464156074149117,0.464156074149117,144,"2",3,25,1,4,1
"3458",2,0.973866959064327,315.532894736842,0.446885117665994,0.446885117665994,0.446885117665994,324,"3",3,25,1,4,1
"3459",2,0.998443060498221,575.103202846975,0.451369865140802,0.451369865140802,0.451369865140802,576,"4",3,25,1,4,1
"3460",2,1.03017718715393,259.604651162791,0.456785523744889,0.456785523744889,0.456785523744889,252,"5",3,25,1,4,1
"3461",3,1.02124183006536,36.7647058823529,0.434314575050762,0.434314575050762,0.434314575050762,36,"1",3,25,1,4,1
"3462",3,1.02124183006536,147.058823529412,0.434314575050762,0.434314575050762,0.434314575050762,144,"2",3,25,1,4,1
"3463",3,1.01170353798989,327.791946308725,0.429218207014607,0.429218207014607,0.429218207014607,324,"3",3,25,1,4,1
"3464",3,1.07139669790272,617.124497991968,0.396016624096866,0.396016624096866,0.396016624096866,576,"4",3,25,1,4,1
"3465",3,1.16035714285714,292.41,0.355636222027826,0.355636222027826,0.355636222027826,252,"5",3,25,1,4,1
"3466",4,0.980842911877395,35.3103448275862,0.693813782152103,0.693813782152103,0.693813782152103,36,"1",3,25,1,4,1
"3467",4,0.969389619883041,139.592105263158,0.488007888410283,0.488007888410283,0.488007888410283,144,"2",3,25,1,4,1
"3468",4,0.982558139534884,318.348837209302,0.485260002567058,0.485260002567058,0.485260002567058,324,"3",3,25,1,4,1
"3469",4,1.01700733752621,585.796226415094,0.4278014614553,0.4278014614553,0.4278014614553,576,"4",3,25,1,4,1
"3470",4,1.09233657620754,275.268817204301,0.352891044722761,0.352891044722761,0.352891044722761,252,"5",3,25,1,4,1
"3471",5,1.36111111111111,49,0.244071053981546,0.244071053981546,0.244071053981546,36,"1",3,25,1,4,1
"3472",5,1.04880136986301,151.027397260274,0.447947552526117,0.447947552526117,0.447947552526117,144,"2",3,25,1,4,1
"3473",5,1.05141428348179,340.658227848101,0.435229677442786,0.435229677442786,0.435229677442786,324,"3",3,25,1,4,1
"3474",5,1.03884984381972,598.377510040161,0.404246460528562,0.404246460528562,0.404246460528562,576,"4",3,25,1,4,1
"3475",5,1.03418803418803,260.615384615385,0.360397850933169,0.360397850933169,0.360397850933169,252,"5",3,25,1,4,1
"3476",6,1.77777777777778,64,0.133974596215561,0.133974596215561,0.133974596215561,36,"1",3,25,1,4,1
"3477",6,1.05864197530864,152.444444444444,0.402385695332803,0.402385695332803,0.402385695332803,144,"2",3,25,1,4,1
"3478",6,0.954802259887006,309.35593220339,0.506451883207175,0.506451883207175,0.506451883207175,324,"3",3,25,1,4,1
"3479",6,0.998844453376206,575.334405144695,0.485436676674693,0.485436676674693,0.485436676674693,576,"4",3,25,1,4,1
"3480",6,1.05783582089552,266.574626865672,0.460550937524875,0.460550937524875,0.460550937524875,252,"5",3,25,1,4,1
"3481",7,1.22453703703704,44.0833333333333,0.308435925191875,0.308435925191875,0.308435925191875,36,"1",3,25,1,4,1
"3482",7,0.950657894736842,136.894736842105,0.495121835702599,0.495121835702599,0.495121835702599,144,"2",3,25,1,4,1
"3483",7,1.00471657103112,325.528169014084,0.417303780927892,0.417303780927892,0.417303780927892,324,"3",3,25,1,4,1
"3484",7,1.08997584541063,627.826086956522,0.371719137562457,0.371719137562457,0.371719137562457,576,"4",3,25,1,4,1
"3485",7,1.22767857142857,309.375,0.316869948936027,0.316869948936027,0.316869948936027,252,"5",3,25,1,4,1
"3486",8,0.97337962962963,35.0416666666667,0.5847726007313,0.5847726007313,0.5847726007313,36,"1",3,25,1,4,1
"3487",8,0.979275173611111,141.015625,0.428759429422521,0.428759429422521,0.428759429422521,144,"2",3,25,1,4,1
"3488",8,1.00561167227834,325.818181818182,0.440983005625053,0.440983005625053,0.440983005625053,324,"3",3,25,1,4,1
"3489",8,1.04665366312528,602.872509960159,0.404386212330762,0.404386212330762,0.404386212330762,576,"4",3,25,1,4,1
"3490",8,1.11377025036819,280.670103092784,0.358033324758043,0.358033324758043,0.358033324758043,252,"5",3,25,1,4,1
"3491",9,1.18518518518519,42.6666666666667,0.5,0.5,0.5,36,"1",3,25,1,4,1
"3492",9,1.00035612535613,144.051282051282,0.486043831249953,0.486043831249953,0.486043831249953,144,"2",3,25,1,4,1
"3493",9,1.01321484319569,328.281609195402,0.478495899156437,0.478495899156437,0.478495899156437,324,"3",3,25,1,4,1
"3494",9,1.00000580639168,576.003344481605,0.471305312785199,0.471305312785199,0.471305312785199,576,"4",3,25,1,4,1
"3495",9,0.983365079365079,247.808,0.461694578076045,0.461694578076045,0.461694578076045,252,"5",3,25,1,4,1
"3496",10,1.23456790123457,44.4444444444444,0.683772233983162,0.683772233983162,0.683772233983162,36,"1",3,25,1,4,1
"3497",10,0.970873786407767,139.805825242718,0.623613673645459,0.623613673645459,0.623613673645459,144,"2",3,25,1,4,1
"3498",10,0.928045891008854,300.686868686869,0.565805815142655,0.565805815142655,0.565805815142655,324,"3",3,25,1,4,1
"3499",10,0.988998127340824,569.662921348315,0.438408853894031,0.438408853894031,0.438408853894031,576,"4",3,25,1,4,1
"3500",10,1.2259029215551,308.927536231884,0.273778780071821,0.273778780071821,0.273778780071821,252,"5",3,25,1,4,1
"3501",1,1.21,43.56,0.507634036082669,0.507634036082669,0.507634036082669,36,"1",3,25,1,4,1.5
"3502",1,1.4692378328742,211.570247933884,0.506289558546713,0.506289558546713,0.506289558546713,144,"2",3,25,1,4,1.5
"3503",1,1.3721048872564,444.561983471074,0.487950078653243,0.487950078653243,0.487950078653243,324,"3",3,25,1,4,1.5
"3504",1,1.53350139523085,883.296803652968,0.456106687215849,0.456106687215849,0.456106687215849,576,"4",3,25,1,4,1.5
"3505",1,1.75,441,0.422649730810374,0.422649730810374,0.422649730810374,252,"5",3,25,1,4,1.5
"3506",2,1.43253968253968,51.5714285714286,0.487010823957423,0.487010823957423,0.487010823957423,36,"1",3,25,1,4,1.5
"3507",2,1.73014475743349,249.140845070423,0.317236927233294,0.317236927233294,0.317236927233294,144,"2",3,25,1,4,1.5
"3508",2,1.58823529411765,514.588235294118,0.391419380549815,0.391419380549815,0.391419380549815,324,"3",3,25,1,4,1.5
"3509",2,1.61438336242001,929.884816753927,0.400783509335262,0.400783509335262,0.400783509335262,576,"4",3,25,1,4,1.5
"3510",2,1.64936686285001,415.640449438202,0.412132467902745,0.412132467902745,0.412132467902745,252,"5",3,25,1,4,1.5
"3511",3,1.5702614379085,56.5294117647059,0.327978494967753,0.327978494967753,0.327978494967753,36,"1",3,25,1,4,1.5
"3512",3,1.47680690399137,212.660194174757,0.448589033429644,0.448589033429644,0.448589033429644,144,"2",3,25,1,4,1.5
"3513",3,1.52966101694915,495.610169491525,0.443276082364125,0.443276082364125,0.443276082364125,324,"3",3,25,1,4,1.5
"3514",3,1.5146372876636,872.431077694236,0.431028284042764,0.431028284042764,0.431028284042764,576,"4",3,25,1,4,1.5
"3515",3,1.49732203719934,377.325153374233,0.414558341519951,0.414558341519951,0.414558341519951,252,"5",3,25,1,4,1.5
"3516",4,1.33333333333333,48,0.292893218813452,0.292893218813452,0.292893218813452,36,"1",3,25,1,4,1.5
"3517",4,1.51481071779744,218.132743362832,0.470609050823436,0.470609050823436,0.470609050823436,144,"2",3,25,1,4,1.5
"3518",4,1.4760739737027,478.247967479675,0.468211664457331,0.468211664457331,0.468211664457331,324,"3",3,25,1,4,1.5
"3519",4,1.55604235594155,896.280397022333,0.426021851338023,0.426021851338023,0.426021851338023,576,"4",3,25,1,4,1.5
"3520",4,1.68243858052775,423.974522292994,0.374322073094268,0.374322073094268,0.374322073094268,252,"5",3,25,1,4,1.5
"3521",5,1.23456790123457,44.4444444444444,0.683772233983162,0.683772233983162,0.683772233983162,36,"1",3,25,1,4,1.5
"3522",5,1.41754314994606,204.126213592233,0.461803778893057,0.461803778893057,0.461803778893057,144,"2",3,25,1,4,1.5
"3523",5,1.4201244813278,460.120331950207,0.47438010285352,0.47438010285352,0.47438010285352,324,"3",3,25,1,4,1.5
"3524",5,1.56781471269063,903.061274509804,0.427425249299244,0.427425249299244,0.427425249299244,576,"4",3,25,1,4,1.5
"3525",5,1.78395589772835,449.556886227545,0.375091247536803,0.375091247536803,0.375091247536803,252,"5",3,25,1,4,1.5
"3526",6,1.54671717171717,55.6818181818182,0.390550599779956,0.390550599779956,0.390550599779956,36,"1",3,25,1,4,1.5
"3527",6,1.58340277777778,228.01,0.418838796571157,0.418838796571157,0.418838796571157,144,"2",3,25,1,4,1.5
"3528",6,1.55904568422149,505.130801687764,0.438725644863313,0.438725644863313,0.438725644863313,324,"3",3,25,1,4,1.5
"3529",6,1.55357397886318,894.858611825193,0.416323748896963,0.416323748896963,0.416323748896963,576,"4",3,25,1,4,1.5
"3530",6,1.55430242272348,391.684210526316,0.385956695071212,0.385956695071212,0.385956695071212,252,"5",3,25,1,4,1.5
"3531",7,1.66765873015873,60.0357142857143,0.436907493628527,0.436907493628527,0.436907493628527,36,"1",3,25,1,4,1.5
"3532",7,1.54449152542373,222.406779661017,0.478842693352952,0.478842693352952,0.478842693352952,144,"2",3,25,1,4,1.5
"3533",7,1.46782606714956,475.575645756458,0.504898648568382,0.504898648568382,0.504898648568382,324,"3",3,25,1,4,1.5
"3534",7,1.49683117583603,862.174757281553,0.444369878233042,0.444369878233042,0.444369878233042,576,"4",3,25,1,4,1.5
"3535",7,1.58080040526849,398.36170212766,0.363554172659416,0.363554172659416,0.363554172659416,252,"5",3,25,1,4,1.5
"3536",8,1.17361111111111,42.25,0.379826327053958,0.379826327053958,0.379826327053958,36,"1",3,25,1,4,1.5
"3537",8,1.37574404761905,198.107142857143,0.409375576781382,0.409375576781382,0.409375576781382,144,"2",3,25,1,4,1.5
"3538",8,1.45129285222275,470.218884120172,0.45587454796447,0.45587454796447,0.45587454796447,324,"3",3,25,1,4,1.5
"3539",8,1.53396660909614,883.564766839378,0.417727644576517,0.417727644576517,0.417727644576517,576,"4",3,25,1,4,1.5
"3540",8,1.66015665525469,418.359477124183,0.371305386538069,0.371305386538069,0.371305386538069,252,"5",3,25,1,4,1.5
"3541",9,1.77777777777778,64,0.387627564304206,0.387627564304206,0.387627564304206,36,"1",3,25,1,4,1.5
"3542",9,1.34570707070707,193.781818181818,0.503436466838579,0.503436466838579,0.503436466838579,144,"2",3,25,1,4,1.5
"3543",9,1.46312092932828,474.051181102362,0.48230170236177,0.48230170236177,0.48230170236177,324,"3",3,25,1,4,1.5
"3544",9,1.51085069444444,870.25,0.432519693464976,0.432519693464976,0.432519693464976,576,"4",3,25,1,4,1.5
"3545",9,1.60494129158513,404.445205479452,0.368195477435853,0.368195477435853,0.368195477435853,252,"5",3,25,1,4,1.5
"3546",10,1.53256704980843,55.1724137931034,0.475595575914924,0.475595575914924,0.475595575914924,36,"1",3,25,1,4,1.5
"3547",10,1.51362683438155,217.962264150943,0.449880395779819,0.449880395779819,0.449880395779819,144,"2",3,25,1,4,1.5
"3548",10,1.4025974025974,454.441558441558,0.46424162438928,0.46424162438928,0.46424162438928,324,"3",3,25,1,4,1.5
"3549",10,1.48876582278481,857.529113924051,0.433161538068915,0.433161538068915,0.433161538068915,576,"4",3,25,1,4,1.5
"3550",10,1.61062717770035,405.878048780488,0.396393269362147,0.396393269362147,0.396393269362147,252,"5",3,25,1,4,1.5
"3551",1,1.94675925925926,70.0833333333333,0.5847726007313,0.5847726007313,0.5847726007313,36,"1",3,25,1,4,2
"3552",1,2.03647158608991,293.251908396947,0.424124446550104,0.424124446550104,0.424124446550104,144,"2",3,25,1,4,2
"3553",1,1.91863260400114,621.63696369637,0.450597308004092,0.450597308004092,0.450597308004092,324,"3",3,25,1,4,2
"3554",1,2.04559350621969,1178.26185958254,0.424484340689434,0.424484340689434,0.424484340689434,576,"4",3,25,1,4,2
